Height (m),Height (cm),Height (mm),Weight (kg),Weight (g),BMI
1.9744427686266666,197.44427686266667,1974.4427686266667,66.88075857,66880.75857,17.155844089780054
1.9828160165372797,198.28160165372796,1982.8160165372797,97.14548519562595,97145.48519562595,24.709148816814402
1.9041986740582306,190.41986740582306,1904.1986740582306,66.16014660103777,66160.14660103776,18.24617946045625
1.6523068845866853,165.23068845866854,1652.3068845866853,75.93953109,75939.53109,27.815475357048665
1.548836057003192,154.8836057003192,1548.836057003192,85.15094794475888,85150.94794475888,35.49593219789097
1.8421165132560784,184.21165132560785,1842.1165132560784,68.18148012,68181.48012,20.09241933598381
1.7200762468698008,172.00762468698008,1720.0762468698008,98.58910413604804,98589.10413604803,33.32218898423661
1.5610191174223895,156.10191174223894,1561.0191174223894,98.12236474710556,98122.36474710556,40.26721213
1.747588455055635,174.7588455055635,1747.588455055635,62.58911479126821,62589.114791268206,20.493704759015117
1.5171942605576092,151.71942605576092,1517.1942605576091,74.86242529461927,74862.42529461927,32.52231938287301
1.954660201039391,195.4660201039391,1954.6602010393908,65.04391549083849,65043.91549083849,17.024098999969425
1.6293899908000085,162.93899908000085,1629.3899908000085,64.24202471887338,64242.02471887338,24.19742385394437
1.831261142176991,183.1261142176991,1831.261142176991,51.84434736772664,51844.347367726645,15.459692506267363
1.6558555380447055,165.58555380447055,1655.8555380447056,80.47821669899484,80478.21669899485,29.35171315560898
1.7600340105889054,176.00340105889055,1760.0340105889054,75.13395116144308,75133.95116144308,24.254599508935197
1.7733551396716398,177.335514,1773.3551396716398,52.57393756249947,52573.937562499465,16.717797834413165
1.5924272277627636,159.24272277627637,1592.4272277627638,63.93232321183057,63932.32321183057,25.211651604424684
1.9847923138822794,198.47923138822793,1984.7923138822794,95.41329429833269,95413.2943,24.22025727
1.8875664116805573,188.75664116805572,1887.5664116805572,61.978094533348624,61978.09453334862,17.39537272658992
1.9697494707820946,196.97494707820945,1969.7494707820945,57.24474360456115,57244.743604561154,14.754130810244959
1.9474136752138245,194.74136752138244,1947.4136752138245,74.47263801387815,74472.63801387815,19.63723363282848
1.7989499894055425,179.89499894055425,1798.9499894055425,99.28252270553003,99282.52270553002,30.67853546787391
1.9609371175115584,196.09371175115584,1960.9371175115584,62.10276357557502,62102.763575575016,16.150411507019086
1.5442462510259598,154.42462510259597,1544.2462510259597,83.60677737029393,83606.77737029393,35.05971428145688
1.5979914312095727,159.79914312095727,1597.9914312095727,88.08098076643589,88080.98076643588,34.49318116244088
1.522613644455269,152.26136444552688,1522.6136444552687,61.881877199619986,61881.87719961999,26.692180013015353
1.6626651653816322,166.26651653816322,1662.665165381632,86.41081743059297,86410.81743059297,31.257807884968148
1.694338644844741,169.4338644844741,1694.3386448447409,68.38915663596266,68389.15663596266,23.82247145560561
1.635674515886948,163.56745158869478,1635.6745158869478,81.61529152967897,81615.29152967897,30.50547287909524
1.9143687545759647,191.43687545759647,1914.3687545759647,81.67648553804473,81676.48553804473,22.28670412991834
1.6783766633467947,167.83766633467948,1678.3766633467949,76.78873420373793,76788.73420373793,27.25954760108089
1.6404672548436903,164.04672548436903,1640.4672548436904,54.51448850272041,54514.488502720415,20.25707843729538
1.7713480415791243,177.13480415791244,1771.3480415791244,91.76512478,91765.12478,29.24622767060712
1.5704621124873812,157.04621124873813,1570.4621124873813,66.03900325,66039.00325,26.775992809372056
1.9010984903770198,190.109849,1901.09849,59.32592551999271,59325.92551999271,16.414788382735875
1.5372753218398854,153.72753218398853,1537.2753218398852,52.03875708,52038.75708,22.020318902964284
1.9934434683002586,199.34434683002587,1993.4434683002587,79.54464716,79544.64716,20.017190005381956
1.8861223846483286,188.61223846483287,1886.1223846483288,83.87821809211411,83878.21809211411,23.578135384167947
1.599357840767086,159.93578407670861,1599.3578407670861,50.829391446392805,50829.39145,19.87117840872426
1.5027610585618012,150.27610585618012,1502.7610585618013,75.60465291496405,75604.65291496406,33.47870564061002
1.9077307142274171,190.7730714227417,1907.7307142274171,61.32478876,61324.788759896895,16.850078063042602
1.8534286719238087,185.34286719238088,1853.428671923809,82.25863952047249,82258.63952047248,23.94582301
1.8645035840204938,186.45035840204937,1864.5035840204937,58.718321450249576,58718.321450249576,16.890682060133212
1.8856351733429728,188.56351733429727,1885.6351733429728,84.54688691,84546.88691,23.77838091244474
1.5370223258670452,153.70223258670453,1537.0223258670453,69.33676731502686,69336.76731502687,29.34967104666108
1.6792328642721364,167.92328642721364,1679.2328642721363,96.83649943683673,96836.49943683673,34.34133951288148
1.5579345297625649,155.79345297625648,1557.9345297625648,56.87604720729966,56876.04720729966,23.433167665136107
1.9315517129377968,193.1551712937797,1931.5517129377968,67.05331755251292,67053.31755251292,17.972462670456288
1.811649063413779,181.1649063413779,1811.649063413779,55.67367606202946,55673.67606202946,16.962964396197464
1.6654490124263246,166.54490124263245,1665.4490124263245,96.23468091392814,96234.68091392814,34.69516266425947
1.5317791751430119,153.17791751430119,1531.7791751430118,93.86696766904905,93866.96766904905,40.00557037
1.655491160857831,165.5491160857831,1655.4911608578311,62.89708138575778,62897.08138575778,22.94968668405177
1.6625916610133735,166.25916610133734,1662.5916610133734,82.99920230170895,82999.20230170895,30.02636244582932
1.864803089169032,186.4803089169032,1864.8030891690319,90.86111001,90861.11001,26.128355607714695
1.8187787356776066,181.87787356776067,1818.7787356776066,77.76004057997312,77760.04057997312,23.50697484475417
1.9436063712881633,194.36063712881634,1943.6063712881632,76.48252891780032,76482.52891780033,20.246297378530446
1.7361074625809747,173.61074625809746,1736.1074625809747,62.092614545022585,62092.61454502258,20.600925871088336
1.559797122969151,155.9797122969151,1559.797122969151,54.65513839029496,54655.13839029496,22.464397147223504
1.8566223936114974,185.66223936114974,1856.6223936114975,94.86078789766634,94860.78789766633,27.519437887157952
1.8803925243084487,188.03925243084487,1880.3925243084486,95.02090285816652,95020.90285816652,26.87336932519618
1.7806385987847482,178.06385987847483,1780.6385987847484,81.65507286366339,81655.07286366339,25.753223924181736
1.8854835899772806,188.54835899772806,1885.4835899772806,66.95148955243504,66951.48955243503,18.832792868220317
1.7468977981821954,174.68977981821953,1746.8977981821954,67.46047873063304,67460.47873063304,22.106216750453253
1.761366414690997,176.13664146909971,1761.366414690997,86.29778394351197,86297.78394351197,27.81635507089618
1.7137705091792748,171.37705091792748,1713.7705091792748,94.85551299762886,94855.51299762886,32.29663287758126
1.5127095633720475,151.27095633720475,1512.7095633720476,94.35432121325587,94354.32121325587,41.23354645317698
1.5539457134966521,155.3945713496652,1553.945713496652,88.99377729288119,88993.77729288119,36.85428202435012
